imp_id,user_id,time,history,impressions
2031339,U215396,11/11/2019 6:43:41 PM,,N39591-0 N11682-0 N70822-0 N75842-0 N93643-0 N85986-0 N55792-0 N41891-0 N82205-0 N122245-0 N71394-0 N44136-0 N93411-0 N69883-1 N27251-0 N3075-0 N75391-0 N58983-0 N124245-0 N39197-0 N83421-0 N90968-0
1621181,U363402,11/12/2019 10:57:49 AM,N102895 N119800 N60001 N112665 N16426 N15157 N99258 N95413 N99421 N116473 N127923 N22748 N18399 N117709 N72195 N23999 N58131 N82631 N18399 N51893 N17892 N97753 N86153 N23898 N105840 N92239 N51182 N44148 N66666 N95731 N100033 N115403 N79909 N117654 N23264 N62159 N86149 N73169 N31649 N22438 N50005 N53933 N11878 N68779 N8037 N110560 N53310 N98322 N96713 N113551 N83581 N119126 N112751 N17044 N72976 N98095 N102414 N44826 N54393 N37247 N25082 N91537 N25388 N41326 N26081 N88787 N12057 N44559 N72369 N22424 N100670 N46892 N58200 N42718 N83462 N55923 N63066 N7676 N127629 N46687 N74971 N73137 N90966 N120949 N59026 N28201 N13599 N104068 N63630 N108115 N91923 N107191 N93130 N50676 N129740 N21416 N29979 N37898,N38902-0 N20990-0 N70363-0 N100073-0 N121580-0 N30339-0 N114135-0 N83412-0 N109642-0 N61065-0 N100539-1 N100206-0 N54239-0 N94125-0 N43085-0 N84381-0 N114935-1
402064,U461627,11/12/2019 6:55:25 AM,N72571 N80126 N4289 N46994 N106403 N54360 N23846 N71977 N10811 N40765 N95066,N61065-0 N30899-1
985206,U300534,11/11/2019 11:22:14 PM,N16208 N111923 N30521 N100201 N121023 N127337 N61515 N7419 N75376 N123002 N85428 N103283 N2141 N83979 N78408 N124532 N42796 N129083 N29191 N120756 N72046 N93497 N39905 N62704 N126807 N18210 N86790 N110158 N83356 N114767 N118806 N94407 N65747 N40317 N17311 N95066 N99706,N26191-0 N52079-0 N22564-0 N57903-0 N67265-0 N92498-1 N117183-0 N51757-0 N27097-0 N37930-0 N76603-0 N112819-0 N111088-0 N87913-0 N13761-1 N13361-0 N2750-0 N13750-0 N6521-0 N92211-0 N68483-0 N25768-0 N12836-0 N18503-0 N31879-0 N61065-0 N73884-0 N425-0 N51219-0 N119637-0 N122971-0 N65658-0
2035114,U312792,11/13/2019 9:59:32 AM,N90926 N12959 N56620 N92279 N88765 N124453 N20359 N68255 N1162 N121794 N18389 N31043 N128965 N98596 N125648 N59981 N67779 N10184 N108217 N121867 N9375 N33333 N33446 N112196 N72571 N14240 N111348 N36246 N122216 N31841 N17818 N117275 N4365 N29153 N71949 N28049 N32925 N44081 N90949 N93328 N9375 N90686 N42215 N102743 N79746 N39592 N35269 N129651 N4289 N80126 N51893 N107151 N128049 N125954 N96616 N3739 N9375 N3739 N28799 N23958 N106611 N29379 N101921 N29466 N88893 N72046 N12614 N86208 N88230 N66666 N66959 N82919 N22438 N71977 N118024 N98095 N76099 N54393 N91793 N87111 N93963 N54031 N45124 N61321 N83623 N13865 N48111 N34301 N66184 N120854 N1886 N15167 N39925 N59700,N93856-0 N117242-0 N53474-0 N95525-0 N72609-0 N84689-0 N48188-0 N110709-0 N48784-1 N82233-0 N47925-0 N47711-1 N27941-0 N80719-0 N94453-0 N20964-0 N83621-0 N13761-0 N13279-0 N88472-0 N119300-0 N127742-0 N56873-0 N98577-0 N127836-0 N4504-1 N46334-0 N23077-0 N129969-1 N95834-0 N42741-0 N60695-0 N73618-0 N19525-0 N10285-0 N51686-0 N42876-0
2181746,U294437,11/14/2019 10:36:24 AM,N102444 N18438 N129143 N114247,N51163-0 N100456-0 N120147-0 N105407-0 N29441-1 N67937-0 N91865-0 N4648-0 N65446-0 N110627-0 N56873-0 N29544-0 N42649-0 N76665-0 N90184-0 N102458-0
17890,U432262,11/11/2019 3:49:11 AM,N54360 N112751 N96713 N29430 N63476 N114668 N39359,N83421-0 N39363-0 N84137-0 N109605-0 N37861-0 N64797-0 N51587-0 N30119-0 N89210-0 N116064-0 N16940-0 N18508-0 N87960-0 N26404-0 N128389-0 N99486-0 N100449-0 N3664-1 N32154-0 N3786-0 N97935-0 N1328-0 N4858-0 N35189-0 N50235-0 N14067-0 N25943-0 N43729-0 N9262-0 N92260-0 N68763-0 N7299-0 N12107-0 N50466-0 N123643-0 N3987-0 N31724-0 N68098-0 N42694-0 N64149-0 N64730-0 N58992-0 N32544-0
482315,U106919,11/12/2019 9:58:10 PM,N111622 N78639 N67790 N17298 N85593 N98207 N72976,N23077-0 N19292-0 N64349-0 N88148-0 N48263-0 N108581-0 N93132-0 N83852-0 N123784-0 N115724-0 N113547-0 N26667-0 N35652-0 N90870-0 N89932-0 N65533-0 N75954-0 N119665-0 N82233-0 N112156-0 N7282-0 N102668-0 N1629-0 N27028-0 N86358-0 N129969-0 N10252-0 N93640-0 N100267-0 N76759-0 N38444-0 N18553-0 N64640-0 N40583-0 N10087-0 N126826-0 N75435-0 N3349-0 N34971-0 N49283-0 N39887-0 N68164-0 N19053-0 N53735-0 N86059-0 N112969-0 N12453-0 N22895-0 N59935-0 N56668-0 N45074-0 N34073-0 N17198-0 N33030-0 N7428-0 N41858-0 N5165-0 N108445-0 N13279-0 N40141-0 N58342-0 N41710-0 N7968-0 N112335-0 N86939-1 N119142-0 N12368-0 N120573-0 N100324-0 N58198-0 N102976-0 N2074-0 N71701-0 N64941-0 N41101-0 N97564-0 N12483-0 N62616-0 N32978-0 N27738-0 N109703-0 N97722-0 N34379-0 N109344-0 N113044-0 N87147-0 N6306-0 N12191-0 N79627-0 N71593-0 N122287-0 N129739-0 N71607-0 N22659-0 N94572-0 N74682-0 N20889-0 N76539-0 N27368-0 N88162-0 N46229-0 N127648-0
230275,U21043,11/14/2019 4:49:33 PM,N101759 N67910 N54264,N51163-0 N118623-0 N104990-0 N83707-0 N86258-0 N3623-0 N78508-1
90309,U641909,11/12/2019 10:42:33 AM,N60911 N85484 N128965 N59893 N104200 N92087 N81937 N47169 N48215 N55903 N128965 N58990 N100405 N3640 N39298 N62936 N127785 N31043 N90630 N72175 N67397 N80407 N18901 N59981 N67779 N9375 N33446 N63067 N89166 N107532 N10711 N5567 N29719 N125895 N35561 N16416 N94639 N72571 N111348 N16463 N60882 N93871 N119718 N24593 N125769 N1715 N94313 N127780 N107594 N86690 N67776 N120859 N71068 N106489 N83254 N91352 N1220 N121331 N31424 N19735 N129530 N4289 N7673 N27352 N50012 N26267 N116144 N123743 N51893 N55780 N89552 N129083 N66190 N37835 N79285 N101997 N61928 N26543 N50012 N86153 N15371 N50645 N82747 N121101 N46994 N12575 N78180 N119991 N95131 N71952 N77124 N58653 N46644 N104737 N68796 N119788 N117599 N7732 N67460 N126812 N110158 N121592 N110158 N9803 N18515 N17110 N84799 N112303 N71977 N113858 N364 N63174 N64490 N72976 N107850 N34468 N25388 N125961 N7156 N92108 N91597 N67007 N46892 N58200 N68580 N42718 N13901 N5326 N10811 N66389 N87236 N55655 N18904 N8984 N7046 N114698 N23550 N102132 N58220 N89210 N70848 N63818 N14898 N67497 N120196 N38567 N32844 N108115 N39685 N27723 N51166 N51700,N41710-0 N120192-0 N62203-0 N125655-0 N100539-0 N82719-0 N26452-0 N79048-0 N109344-0 N123151-0 N17881-0 N78605-0 N4664-0 N100207-0 N11148-0 N27368-0 N54239-0 N30417-0 N87497-0 N13761-0 N123724-0 N61065-0 N23992-0 N30899-0 N52813-0 N36132-0 N83412-0 N31958-0 N76384-0 N8491-0 N23744-0 N54865-0 N15384-0 N7937-0 N106991-0 N28687-0 N96373-0 N77606-0 N18861-0 N71497-0 N66780-0 N14837-0 N79044-0 N124145-0 N43085-0 N110303-0 N89658-0 N99484-0 N84689-0 N44060-0 N46262-0 N25656-0 N29057-0 N40412-0 N39197-0 N128583-0 N100073-0 N121580-0 N92498-0 N21624-0 N3075-0 N109642-0 N106579-0 N22895-0 N3061-0 N84381-0 N72485-0 N42187-0 N122971-0 N71607-0 N125161-0 N34199-0 N20990-0 N59935-0 N95135-0 N50244-0 N33378-0 N119841-0 N128057-0 N38304-0 N100206-0 N24393-0 N93232-0 N87775-0 N22576-0 N52079-0 N15933-0 N23011-0 N96855-0 N112755-0 N10066-0 N93538-0 N19455-0 N7968-0 N59216-0 N80867-0 N69915-0 N47277-0 N122163-0 N38902-1 N48307-0 N108581-0 N23294-0 N47050-0 N114935-0 N70396-0 N52617-0 N8719-0 N93254-0 N28752-0 N127357-0 N65542-0 N9632-0 N77011-0 N34269-0 N11017-0 N105417-0 N65192-0 N10012-0 N74301-0 N10760-0 N30263-0 N2750-0
64421,U542147,11/12/2019 5:56:34 AM,N105990 N53680 N103896 N99644 N25671 N109878 N44454 N16249 N110161 N126968 N56157 N91851 N111348 N60882 N78177 N7972 N99962 N90947 N1940 N103347 N123743 N27352 N109498 N16294 N49685 N82164 N87163 N117228 N93725 N55780 N84961 N93725 N46994 N3858 N104927 N52042 N21880 N95731 N34519 N27937 N79909 N23264 N106403 N23600 N8037 N7524 N48177 N129591 N119674 N81188 N75132 N114571 N40584 N53610 N18548 N64713 N76018 N94407 N77135 N17509 N48926 N55324 N74638 N27311 N55324 N120031 N126027 N115500 N121652 N52349 N108832 N98214 N118521 N14316 N27776 N91923 N59700 N119666 N85531 N96356 N126000,N30899-1 N49697-0 N50454-0 N81852-0 N121715-0 N2750-0 N63952-0 N31551-0 N83412-0 N116064-0 N2624-0 N70363-0 N57763-0 N118883-0 N125655-0 N68562-1 N27097-0 N95261-0 N100073-0 N93232-0 N86887-0 N43085-0 N56680-0 N15847-0 N61065-0 N122971-0 N53225-0 N61384-0 N51728-0 N99484-0 N92498-0 N48418-0
1685894,U477810,11/11/2019 7:12:30 AM,,N7299-0 N48774-0 N125953-0 N76384-0 N83421-0 N37106-0 N1328-0 N34071-0 N99486-0 N1341-0 N89210-0 N74360-0 N99177-0 N36512-0 N77225-0 N41448-0 N70923-0 N28421-0 N64149-0 N37379-0 N37658-0 N37929-0 N17575-0 N32154-0 N122543-0 N106586-0 N69772-0 N18110-0 N112050-0 N7119-0 N128124-0 N37047-0 N114526-0 N102912-0 N116064-1 N32544-0 N43835-0 N24150-0 N48197-0 N73137-0 N4858-0 N111291-0 N9632-0 N57472-0 N116323-0 N116694-0 N18508-0 N36861-0 N88062-0 N46785-0 N119637-0 N3903-0 N12847-0 N109606-0 N8408-0 N42296-0 N112755-0 N66531-0 N86571-0 N58102-0 N83702-0 N57903-0 N84137-0 N98178-0 N26887-0 N100408-0 N54441-0 N110048-0 N123362-0 N119841-0 N68763-0 N50466-0 N97369-0 N60823-0 N80513-0 N125642-0 N50244-0 N12586-0 N36905-0 N425-0 N23086-0 N128389-0 N125974-0 N14067-0 N40064-0 N92438-0 N3936-0 N108645-0
2025075,U464464,11/10/2019 1:03:14 AM,N93328 N54978,N84137-0 N60088-0 N99844-0 N116390-0 N82315-0 N51164-0 N109768-0 N57459-0 N49457-0 N22393-0 N27703-1 N31855-0 N4858-0 N26025-0 N66384-0 N54671-0 N25612-0 N96470-0 N31804-0 N19858-0 N12419-0 N78343-0 N88891-0 N24596-0 N21960-0 N41658-0 N25037-0 N13322-0 N26404-0 N63418-0 N68752-0 N19489-0 N30350-0 N37025-0 N123362-0 N122250-0 N120612-0 N27440-0 N59303-0 N93350-0
493678,U427324,11/13/2019 12:07:16 PM,N104312 N40486 N97369 N4249 N11195 N48666,N48784-0 N82233-0 N48912-0 N42741-0 N13161-1 N39403-0 N57998-0 N48188-0 N110709-0 N16244-0 N13279-0 N11057-0 N2004-0 N94594-0 N123968-0 N41315-0 N68410-0 N127836-0 N76677-0 N95525-0 N124677-0 N53474-0 N87418-0 N100261-0 N10285-0 N92009-0 N83010-0 N88472-1 N102668-0 N37479-0 N24701-0 N4504-0 N128583-0
1015280,U141699,11/11/2019 1:01:48 PM,N98280 N88765 N20521 N34169 N6248 N59245 N43253 N28777 N26834 N101280 N87571 N128965 N44728 N9375 N84358 N108284 N71949 N117082 N30690 N4289 N72579 N61162 N49691 N45480 N68378 N21312 N50441 N54360 N113547 N55657 N94876 N46114 N3395 N36652 N24446 N38557 N26014 N6822 N108312 N19478 N120494 N66700 N26572 N34526 N43087 N48788 N58832 N11653 N76468 N39214 N26602 N40077 N127001 N76810,N59288-0 N93644-0 N24516-0 N114227-0 N66138-0 N67089-1 N96964-0 N117260-0 N103953-0 N123234-0 N8206-1 N33037-0 N26293-0 N82072-0 N19805-0 N104169-0 N23332-0 N95347-0 N114248-0 N55792-0 N57472-0 N9250-0 N89557-0 N30119-0 N4612-0 N11308-0 N48364-0 N49466-0 N87838-0 N65867-0 N121980-0 N127420-0 N2020-0 N75842-0 N58119-0 N21015-0 N70888-0 N25967-0 N84029-0 N60389-0 N82325-0 N39591-0 N49168-0 N78999-0 N15421-0 N65786-0 N28966-0 N111088-0 N160-0 N103246-0 N36266-0 N120494-0 N81774-0 N42003-0 N59122-0 N12101-0 N24969-0 N4872-0 N9856-0 N58417-0 N37634-0 N7106-0 N100244-0 N56359-0 N55894-0 N736-0 N107371-0 N88062-0 N2148-0 N59912-0 N90853-0 N31534-0 N92260-0 N84570-0 N53683-0 N425-0 N83942-0 N21062-0 N16241-0 N54015-0 N115648-0 N75747-0 N82396-0 N75438-0 N123077-0 N30940-0 N28009-0 N84594-0 N99844-0 N84591-0 N93755-0 N88775-0 N31879-0 N73903-0 N117813-0 N128389-0 N93491-0 N65783-0 N42178-0 N9293-0 N60903-0 N116064-0 N90482-0 N14051-0 N18110-0 N7429-0 N19694-0 N120919-0 N101030-0 N2319-0 N107209-0 N32585-0 N76468-0 N85986-0 N13750-0 N70758-0 N31174-0 N85504-0 N51406-0 N55544-0 N125974-0 N17373-0 N54671-0 N110973-0 N53488-0 N126000-0
386620,U646013,11/14/2019 7:46:38 AM,N67731 N65299 N66666 N54360 N32043 N58200 N84273 N120031 N67497,N73030-1 N122150-0 N77974-0 N52388-0 N68973-0 N48015-0 N73756-0 N81374-0 N18405-0 N19635-0 N95135-0 N98519-0 N96805-0 N105407-0 N3864-0 N108805-0 N117376-0 N41710-0 N880-0 N85877-0 N45861-0 N58641-0 N31102-0 N18070-0 N29441-0 N93556-0 N85664-0 N84430-0 N67588-0 N122559-0 N76681-0 N64139-0 N45626-0 N120147-0 N41523-0 N78032-0 N105034-0 N67955-0 N41547-0 N20250-0 N103133-0 N110925-0 N23031-0 N56873-0 N50730-0 N48510-0 N112125-0 N19365-0 N1444-0 N102458-0 N130150-0 N56451-0 N65446-0 N25751-0 N79233-0 N76665-0 N35415-0 N43490-0 N46716-0 N51569-0 N100738-0 N110439-0 N29544-0 N56937-0
423757,U268722,11/10/2019 7:42:27 AM,N6353 N48526 N42152 N55488 N84263 N83807 N67210 N3948 N10490,N58258-0 N90448-0 N57459-0 N128881-0 N29852-0 N93934-0 N26368-0 N15289-0 N8389-0 N84137-0 N59480-0 N54460-1 N7578-0 N46652-0 N78699-0 N2591-0 N53399-0 N123901-0 N19858-0 N71090-0
2058790,U82647,11/13/2019 8:58:11 AM,N765 N65623 N38742 N12326 N27587 N30243 N48475 N26935 N102506 N21287 N89166 N16249 N454 N59752 N113417 N94577 N60001 N16349 N44660 N54416 N65199 N51182 N15375 N21312 N127225 N63919 N79909 N94541 N53933 N121592 N71643 N11631 N91597 N24446 N76018 N93397 N8223 N53650 N80840,N47925-0 N65313-0 N51686-0 N10285-0 N80994-1 N74453-0 N129969-0 N100941-0 N27738-0 N13761-0 N13279-0 N10802-0 N72609-0 N46415-0 N127155-1 N14374-0 N96373-0 N99964-0 N93856-0 N96729-0 N53474-0 N12681-0 N23077-0 N107472-0 N20964-0 N95525-0
1266088,U156613,11/11/2019 2:34:59 PM,N45706 N76450 N46123 N74586 N96437 N31140 N85102 N51166 N41083 N50536,N55792-0 N47257-1 N123077-0 N93643-0 N98178-0
231844,U200816,11/11/2019 1:59:27 PM,N111379 N62767 N9321 N127175 N30299 N53680 N10839 N43746 N98322 N94259 N2490 N89445 N103530 N90442 N24759 N78240 N12252 N31140 N129651 N93190 N32756 N74747 N82631 N19544 N67133 N111503 N127530 N75085 N76751 N71166 N104654 N114714 N123788 N18399 N122167 N58131 N35331 N2242 N86208 N61712 N122449 N9818 N66959 N27937 N24344 N105366 N78734 N124116 N5967 N39532 N26330 N47655 N65494 N9335 N128534 N6796 N126944 N35056 N64336 N83360 N44826 N119609 N56409 N95116 N108083 N116670 N54731 N49038 N24984 N107364 N59416 N73137 N56178 N93636 N127528 N26863 N109512,N69915-0 N62017-0 N33037-0 N85986-0 N49168-0 N31879-0 N77739-0 N91047-0 N110523-0 N86887-0 N65658-0 N94356-0 N76721-0 N76489-0 N67128-0 N119637-0 N47026-0 N47505-1 N23086-0 N38304-0 N39784-0 N91151-0 N8475-0 N110341-0 N70822-0 N44136-0 N30483-0 N71607-0 N117887-0 N55792-0 N17575-0 N5841-0 N107637-0 N52856-0 N47257-0 N93674-0 N1809-0 N1341-0 N24150-0 N37106-0 N110739-0 N65552-0 N46785-0 N26404-0 N48364-0 N14338-0 N116064-0 N54493-0 N75391-0 N117260-0 N36306-0 N77011-1 N95135-0 N84570-0 N83702-0 N1912-0 N87855-0 N45483-0 N98178-0 N68562-0 N67491-0 N12586-0 N11682-0 N425-0 N123077-0 N83421-0 N2020-0 N129740-0 N93643-1 N25145-0 N111088-0 N6907-1 N58258-0 N89651-0 N82315-0 N50466-0 N123234-0
1173908,U227008,11/11/2019 2:44:36 PM,N94425 N107017 N27587 N32756 N37469 N93497 N84642 N48712 N477 N12614 N104737 N15345 N5869 N66184 N66790 N114787 N75492 N36704 N41083 N24809,N47257-0 N4612-0 N49466-0 N79081-0 N52856-0 N58602-0 N123362-0 N1341-0 N56410-0 N47026-0 N70822-0 N91047-0 N120573-1 N55944-0 N50466-0 N26191-0 N30119-0 N40654-0 N95770-0 N49168-0 N123766-0 N54015-0 N75391-0 N58258-0 N98178-0 N23086-0 N83421-0 N125974-0 N17575-0 N77512-0 N123077-0 N37376-0 N4275-0 N129522-0 N45483-0 N94356-0 N123499-0 N85452-0 N33037-0 N64730-0 N119637-0 N65552-0 N74550-0 N425-0 N14338-0 N74284-0 N2100-0 N11682-0 N69915-0 N67128-0 N31879-0 N128389-0 N46945-0 N124054-0 N84556-0 N93643-0 N55792-0 N122245-0 N74438-0 N107637-0
450397,U696584,11/14/2019 7:26:18 AM,,N19365-0 N1900-0 N48510-0 N107472-0 N42604-0 N120708-0 N20250-0 N34172-0 N102458-0 N100738-0 N105282-0 N42876-0 N77013-0 N36013-0 N91390-0 N10646-0 N64139-0 N81570-0 N105407-0 N40040-0 N1520-0 N125655-0 N65328-0 N42039-0 N29544-1 N19455-0 N18488-0 N110925-0 N39324-0 N880-0 N126252-0 N35236-0 N84886-0 N28158-0 N71626-0 N18514-0 N47231-0 N116711-0 N122559-0 N51569-0 N87315-0 N102499-0 N31102-0 N84430-0 N39403-0 N24080-0 N12693-0 N81374-0 N103988-0 N27460-0 N41437-0 N92260-0 N38861-0 N50011-0 N48758-0 N5747-0 N80784-0 N98788-0 N22215-0 N29537-0 N56047-0 N109600-0 N45522-0 N54671-0 N3864-0 N130150-0 N25154-0 N127711-0 N76665-0 N73618-0 N18405-0 N125720-0 N17373-0 N62670-0 N112125-0 N87146-0 N15781-0 N40233-0 N48015-0 N129503-0 N78032-0 N120147-0 N96805-0 N85664-0 N27941-0 N58641-0 N72485-0 N108140-0 N27481-0 N41547-0 N3356-0 N68973-0 N52388-0 N70947-0 N28518-0 N41956-0 N96192-0 N79233-0 N54296-0 N34576-0 N25751-0 N41710-0 N43490-0 N125945-0 N7688-0
1048478,U283327,11/14/2019 7:57:03 AM,N121227 N86447 N11879 N30729 N62880 N89398 N127336 N110888 N47784 N66812 N85807 N86141 N15890 N127923 N19544 N127530 N63306 N127336 N54948 N40228 N52250 N86013 N65386 N17892 N41459 N48447 N71643 N25140 N58200 N99 N45599 N127629 N120031 N93397 N20901 N67497 N114698 N58224 N81364 N112687 N53650 N115500 N86231 N70848 N87788 N114787,N51632-0 N27909-0 N50730-0 N1520-0 N54761-0 N117376-0 N90423-0 N21146-1 N58641-0 N20916-0 N35236-1 N110947-0 N128412-0 N56873-0 N34028-0 N31102-0 N20250-0 N105407-0 N24080-0 N85664-0 N8719-1 N73618-0 N77974-0 N49086-0 N56451-0 N39403-1 N18070-0 N41710-0 N52388-0 N129503-0 N41547-0 N51569-0 N46180-0 N5747-0 N48015-1 N79233-0 N73030-0 N1444-0 N34172-0 N108057-0 N20364-0 N119762-0 N96805-0 N98519-0 N84430-0 N125720-0 N112125-0 N110925-0 N104161-0 N94625-0 N19455-0 N27460-0 N48510-0 N880-0 N81570-0 N103363-0 N79081-0 N103133-0 N76665-0 N3356-0 N25751-0 N80784-0 N29544-1 N122150-1 N45626-0 N50011-0 N1923-0 N65446-0 N100690-0 N91390-0 N102458-0 N29441-0
1016717,U517760,11/11/2019 2:58:46 PM,N50434 N6076 N64208 N16894 N24616 N26834 N77645 N22328 N28471 N51293 N54555 N67779 N126052 N21710 N108217 N77559 N70385 N72802 N112196 N99519 N98238 N85056 N4169 N111307 N72890 N105110 N110630 N13178 N45706 N53787 N93871 N93328 N748 N63448 N126834 N121372 N76775 N114130 N45367 N23169 N108794 N38217 N8063 N127336 N13604 N69568 N92655 N13075 N101423 N44185 N10850 N116400 N98827 N117592 N40915 N11823 N37617 N75220 N59752 N102941 N54177 N7880 N8771 N65156 N99733 N807 N44185 N114848 N5068 N50441 N10739 N71922 N63174 N15232 N54638 N93087 N23264 N22188 N113936 N13510 N57353 N6958 N119126 N77478 N110158 N66851 N74723 N108312 N34301 N104312 N53766 N5869 N18735 N115618 N42718 N5326 N39537 N9651 N84320 N52155 N55655 N86359 N20011 N1014 N5653 N91968 N59033 N7229 N127241 N10444 N56850 N1014 N99797 N33242 N5653 N1713 N39414 N40009 N2539 N79926 N83974 N33865 N79081 N116904 N76810,N46945-1 N25967-0 N74550-0 N77011-0 N125974-0 N98178-0 N93674-1 N68483-0 N86359-0 N33037-0 N111088-0 N123362-0 N24150-0 N2020-0 N85986-0 N107637-0 N122245-0 N45483-0 N58417-0 N11682-0 N38304-0 N50244-1 N65552-0 N75391-0 N52856-0 N30119-0 N47026-0 N123077-0 N69854-0 N8719-0 N94356-0 N49466-0 N67265-0 N55792-0 N93643-0 N31958-0 N13761-0 N128389-0 N23086-1
1557038,U160980,11/11/2019 4:07:08 AM,N21312 N24446 N73228,N3604-0 N116064-0 N92260-0 N77870-0 N3718-0 N13871-0 N84137-0 N37861-0 N110523-0 N77225-0 N108645-0 N10303-0 N82370-0 N79812-0 N121774-0 N12586-0 N70786-1 N55204-0 N32544-0 N69591-0 N3664-1 N55944-0 N86828-0 N14067-0 N43729-0 N25284-0 N20281-0 N58102-0 N110048-0 N83421-0 N54671-0 N109606-0 N23067-0 N11296-0 N116501-0 N9935-0 N37658-0 N425-0 N50466-0 N16940-0 N50235-0 N40500-0 N25037-0 N73137-0 N99486-0 N4275-0 N78111-0 N7551-0 N30119-0 N116118-0 N121587-0 N109605-0 N60823-0 N18508-0 N64149-0 N122543-0 N90445-0 N32154-0 N48674-1 N114546-0 N123362-0 N1328-0 N37106-0 N24150-0 N68763-0 N89210-0 N125642-0 N4858-0 N14509-0 N66169-0 N36512-0 N64888-0 N31323-0 N3426-0 N29852-0
125140,U702119,11/12/2019 8:55:39 AM,N105475 N63078 N79505 N42994 N121227 N104181 N52911 N110836 N122766 N74795 N82747 N3948 N73169 N91597 N87788 N51166 N95066,N7937-0 N43085-0 N61065-1 N18539-0 N18861-0 N27097-0 N38902-0 N20990-0 N30899-0 N100073-0
1970798,U317528,11/13/2019 4:16:52 PM,N33964 N116768 N4365 N61145 N52911 N25909 N107452 N107452 N121550 N25082 N127629 N73137 N95066,N53474-0 N5287-0 N76677-0 N24701-1 N113723-0
1476698,U234276,11/13/2019 9:04:21 AM,N76664 N127177 N79285 N70610 N15371 N67133 N94004 N98095 N114873 N71977 N83062,N93856-0 N10285-0 N88472-0 N129969-1 N53474-0 N127836-0 N51686-0 N4504-0 N117242-0 N95525-0 N12681-0 N83621-0 N48784-0 N20964-0 N72609-0
1376173,U410436,11/12/2019 4:55:05 AM,N46656 N7485 N37061 N104737 N101000 N87111 N18639 N99,N91381-1 N30899-0
708443,U651500,11/11/2019 5:54:16 PM,N42280 N25671 N105953 N62679,N27097-1 N85452-0 N37106-0 N13750-0
723865,U423199,11/11/2019 11:15:34 AM,N29136 N16894 N113326 N6322 N12959 N96585 N106634 N18389 N43746 N52652 N65442 N33216 N126878 N41354 N65528 N10384 N121104 N10721 N64483 N128965 N104200 N95293 N16249 N55571 N9375 N97823 N6800 N101263 N95072 N50274 N107732 N3143 N48992 N84358 N86366 N15471 N454 N62401 N126834 N2484 N45225 N111415 N121782 N95683 N46277 N13423 N92437 N119800 N16906 N28838 N3435 N107594 N116144 N67989 N10708 N86440 N34885 N73856 N106545 N3763 N49262 N52516 N55999 N82348 N10133 N21044 N80126 N10739 N77881 N54948 N40037 N28955 N79142 N56864 N89495 N4289 N92655 N18601 N111468 N15596 N111889 N129083 N111080 N93237 N37706 N64932 N36573 N11131 N124613 N33079 N114848 N61476 N7553 N118005 N54213 N82405 N63174 N79909 N28616 N23264 N94541 N120616 N10996 N37061 N109933 N102508 N8527 N109456 N63594 N38385 N104737 N112642 N99971 N46644 N121592 N112751 N119609 N62908 N64469 N42957 N48177 N68426 N7402 N91903 N124752 N23875 N108352 N23875 N107516 N21239 N48926 N112433 N128483 N25053 N104498 N58579 N107039 N108708 N71753 N64141 N58200 N94336 N65346 N103011 N81364 N1886 N79026 N13434 N124482 N90577 N90966 N51701 N3978 N27311 N44451 N73137 N70022 N65972 N120031 N18904 N1713 N93397 N22633 N67497 N114698 N61523 N39856 N70326 N20375 N54731 N111748 N58011 N86231 N126296 N89196 N103085 N44539 N89908 N80867 N14898 N20052 N67174 N70848 N108809 N39214 N42884 N107322 N82649 N119891,N113100-1 N425-0 N117260-0 N9935-0 N26404-0 N125953-0 N125945-0 N62017-0 N46945-0 N98178-0 N8719-0 N55792-0 N67747-0 N58417-0 N76721-0 N13761-0 N104229-0 N23086-0 N65552-0 N23689-0 N12613-0 N87855-0 N27776-0 N123234-0 N51873-1 N72485-1 N24969-0 N85452-0
1964070,U355020,11/9/2019 6:41:42 PM,N27258 N59565 N107151 N1396 N124555 N104347 N84662 N12390 N2484 N1396 N93049 N121964 N63174 N79839 N104498,N41658-0 N97946-1 N45124-0
803134,U631736,11/12/2019 1:57:04 AM,N57900 N76664,N30899-1 N27097-0
848012,U594506,11/14/2019 10:12:11 AM,N104554 N33216 N62205 N16564 N72175 N33606 N6229 N79559 N26868 N115804 N107732 N34750 N115066 N55011 N107732 N124243 N49511 N10119 N96893 N91944 N121372 N112905 N50694 N41853 N119710 N69442 N27430 N13301 N57055 N40228 N66660 N4555 N63180 N97153 N3804 N36573 N37407 N91553 N123395 N68516 N108002 N42763 N37061 N98456 N42974 N68 N74915 N54541 N99971 N71643 N74745 N25140 N32136 N31640 N11528 N114571 N3785 N88075 N87871 N102039 N125946 N104027 N82098 N6103 N95066,N27909-1 N51632-0 N73338-0 N92441-0 N60030-0 N20916-0 N27460-0
584812,U271381,11/11/2019 1:28:39 PM,N98773 N97823 N126968 N84535 N63676 N37069 N119367 N98529 N85056 N72571 N113417 N14611 N127530 N93049 N46994 N100655 N45125 N129836 N11266 N93439 N6930 N1713 N14979 N58220 N85594 N37395,N123234-0 N99177-0 N94356-0 N54015-0 N87855-0 N93643-0 N33037-0 N49168-0 N47026-0 N31879-1 N112156-0 N123077-0
